"SystemCodeNumber","t","Occupancy","Capacity","QueueSmoothed","TrafficLevel","IsSpecialDay","VehicleWeight","price","time","diff"
"Others-CCCPS8","2016-10-04T14:57:00.000000000","753","1322","1.6094379124341003","1","0","0.3","11.199310484204947","1752076775092","1"
"BHMNCPHST01","2016-10-04T15:30:00.000000000","678","1200","1.3862943611198906","0","0","1.0","12.008147180559945","1752076775092","1"
"Others-CCCPS98","2016-10-04T15:30:00.000000000","1127","3103","1.3862943611198906","0","0","1.0","11.806344086779731","1752076775092","1"
"Others-CCCPS202","2016-10-04T15:30:00.000000000","1213","2937","1.6094379124341003","1","0","1.0","11.567725425403294","1752076775092","1"
"Others-CCCPS105a","2016-10-04T15:30:00.000000000","1288","2009","1.3862943611198906","0","0","0.5","11.709262163138343","1752076775092","1"
"Others-CCCPS135a","2016-10-04T14:57:00.000000000","3011","3883","1.9459101490553132","1","0","1.0","12.098386442027014","1752076775092","1"
"BHMBCCTHL01","2016-10-04T15:30:00.000000000","294","387","1.0986122886681096","0","0","1.0","12.058996066814675","1752076775092","1"
"BHMNCPHST01","2016-10-04T14:57:00.000000000","727","1200","1.6094379124341003","1","0","1.0","11.760552289550382","1752076775092","1"
"BHMEURBRD01","2016-10-04T15:30:00.000000000","411","470","1.3862943611198906","0","0","1.0","12.317615265666328","1752076775092","1"
"BHMMBMMBX01","2016-10-04T15:30:00.000000000","572","687","1.3862943611198906","1","0","1.0","11.875752711855434","1752076775092","1"
"Shopping","2016-10-04T14:57:00.000000000","1381","1920","1.791759469228055","1","0","1.0","11.96515056794736","1752076775092","1"
"BHMEURBRD01","2016-10-04T14:57:00.000000000","426","470","1.6094379124341003","1","0","1.0","12.061101934940455","1752076775092","1"
"Others-CCCPS105a","2016-10-04T14:57:00.000000000","1346","2009","1.6094379124341003","1","0","1.0","11.824704023414661","1752076775092","1"
"Others-CCCPS119a","2016-10-04T15:30:00.000000000","511","2803","1.0986122886681096","0","0","1.0","11.481610817898094","1752076775092","1"
"Broad Street","2016-10-04T15:30:00.000000000","581","690","1.0986122886681096","0","0","1.0","12.141335129841302","1752076775092","1"
"Shopping","2016-10-04T15:30:00.000000000","1300","1920","1.3862943611198906","0","0","1.0","12.120230513893278","1752076775092","1"
"BHMMBMMBX01","2016-10-04T16:31:00.000000000","471","687","1.0986122886681096","0","0","1.0","11.984895663984709","1752076775126","1"
"Others-CCCPS105a","2016-10-04T16:04:00.000000000","1175","2009","1.3862943611198906","0","0","0.3","11.503015274138841","1752076775126","1"
"Others-CCCPS98","2016-10-04T16:04:00.000000000","1019","3103","1.3862943611198906","0","0","1.0","11.771539059386885","1752076775126","1"
"Others-CCCPS202","2016-10-04T16:04:00.000000000","1121","2937","1.3862943611198906","1","0","2.0","12.174829168983507","1752076775126","1"
"Others-CCCPS119a","2016-10-04T16:31:00.000000000","406","2803","1.0986122886681096","0","0","2.0","12.194150953467126","1752076775126","1"
"BHMMBMMBX01","2016-10-04T16:04:00.000000000","511","687","1.3862943611198906","0","0","1.0","12.186960863238257","1752076775126","1"
"BHMEURBRD01","2016-10-04T16:04:00.000000000","376","470","1.3862943611198906","0","0","0.5","11.868147180559944","1752076775126","1"
"Shopping","2016-10-04T16:04:00.000000000","1218","1920","1.3862943611198906","0","0","1.0","12.077522180559946","1752076775126","1"
"BHMBCCTHL01","2016-10-04T16:31:00.000000000","245","387","1.0986122886681096","0","0","1.0","11.93238107973457","1752076775126","1"
"Broad Street","2016-10-04T16:31:00.000000000","466","690","1.0986122886681096","1","0","0.3","11.049668463174633","1752076775126","1"
"BHMNCPHST01","2016-10-04T16:04:00.000000000","648","1200","1.3862943611198906","0","0","0.5","11.608147180559945","1752076775126","1"
"BHMEURBRD01","2016-10-04T16:31:00.000000000","325","470","1.0986122886681096","0","0","1.0","11.990795506036182","1752076775126","1"
"Shopping","2016-10-04T16:31:00.000000000","1075","1920","1.0986122886681096","0","0","2.0","12.609201977667388","1752076775126","1"
"BHMBCCTHL01","2016-10-04T16:04:00.000000000","270","387","0.6931471805599453","0","0","1.0","11.794248008884624","1752076775126","1"
"Others-CCCPS8","2016-10-04T16:04:00.000000000","664","1322","1.0986122886681096","0","0","0.5","11.426575433290182","1752076775126","1"
"Broad Street","2016-10-04T16:04:00.000000000","534","690","1.0986122886681096","0","0","1.0","12.073219187812317","1752076775126","1"
"Others-CCCPS105a","2016-10-04T16:31:00.000000000","1089","2009","1.0986122886681096","0","0","1.0","11.841366871063773","1752076775126","1"
"BHMNCPNST01","2016-10-04T16:04:00.000000000","317","485","1.0986122886681096","0","0","1.0","11.952914391756735","1752076775126","1"
"BHMBCCMKT01","2016-10-04T16:31:00.000000000","143","577","1.0986122886681096","1","0","1.0","11.147139766517764","1752076775126","1"
"Others-CCCPS135a","2016-10-04T16:04:00.000000000","2656","3883","1.0986122886681096","0","0","0.5","11.608313355253447","1752076775126","1"
"BHMBCCMKT01","2016-10-04T16:04:00.000000000","162","577","0.6931471805599453","0","0","0.5","11.002336155271307","1752076775126","1"
"Others-CCCPS135a","2016-10-04T16:31:00.000000000","2359","3883","1.3862943611198906","0","0","1.0","12.050667139354692","1752076775126","1"
"Others-CCCPS98","2016-10-04T16:31:00.000000000","936","3103","1.0986122886681096","0","0","0.5","11.22594971507205","1752076775126","1"
"Others-CCCPS202","2016-10-04T16:31:00.000000000","1015","2937","1.0986122886681096","0","0","1.0","11.64489688318322","1752076775126","1"
"Others-CCCPS8","2016-10-04T16:31:00.000000000","618","1322","1.0986122886681096","0","0","2.0","12.516779669296234","1752076775126","1"
"Others-CCCPS119a","2016-10-04T16:04:00.000000000","461","2803","1.3862943611198906","1","0","1.0","11.207613823442571","1752076775126","1"
"BHMNCPHST01","2016-10-04T16:31:00.000000000","565","1200","1.0986122886681096","1","0","0.3","10.845139477667388","1752076775196","1"
"Broad Street","2016-10-05T08:30:00.000000000","294","690","1.0986122886681096","0","0","1.0","11.725393100855793","1752076775196","1"
"BHMMBMMBX01","2016-10-05T07:57:00.000000000","282","687","1.0986122886681096","0","0","0.5","11.334786493679033","1752076775196","1"
"BHMNCPNST01","2016-10-05T08:30:00.000000000","273","485","0.6931471805599453","0","0","1.0","11.659460188218116","1752076775196","1"
"Others-CCCPS135a","2016-10-05T08:30:00.000000000","1599","3883","1.0986122886681096","0","0","1.0","11.711101148197047","1752076775196","1"
"Others-CCCPS119a","2016-10-05T07:57:00.000000000","246","2803","1.0986122886681096","0","0","0.5","11.012069255286605","1752076775196","1"
"BHMNCPHST01","2016-10-05T09:04:00.000000000","470","1200","1.0986122886681096","0","0","0.5","11.315972811000721","1752076775196","1"
"BHMMBMMBX01","2016-10-05T08:30:00.000000000","330","687","1.0986122886681096","0","0","1.0","11.779655489312223","1752076775196","1"
"Others-CCCPS105a","2016-10-05T08:30:00.000000000","817","2009","1.0986122886681096","0","0","1.0","11.705976129401252","1752076775196","1"
"Others-CCCPS105a","2016-10-05T09:04:00.000000000","949","2009","1.0986122886681096","0","0","1.0","11.771680459913945","1752076775196","1"
"BHMBCCMKT01","2016-10-05T07:57:00.000000000","54","577","0.6931471805599453","0","0","1.0","11.19016111194375","1752076775196","1"
"BHMEURBRD01","2016-10-05T07:57:00.000000000","127","470","0.6931471805599453","0","0","1.0","11.36678635623742","1752076775196","1"
"Others-CCCPS98","2016-10-05T09:04:00.000000000","896","3103","1.6094379124341003","1","0","1.0","11.443471776068808","1752076775196","1"
"Others-CCCPS202","2016-10-05T08:30:00.000000000","736","2937","1.0986122886681096","0","0","2.0","12.299901990435519","1752076775196","1"
"BHMBCCTHL01","2016-10-05T07:57:00.000000000","146","387","1.0986122886681096","0","0","1.0","11.6765671262462","1752076775196","1"
"BHMNCPNST01","2016-10-05T09:04:00.000000000","293","485","1.0986122886681096","0","0","1.0","11.903429855674261","1752076775196","1"
"Broad Street","2016-10-05T07:57:00.000000000","180","690","1.0986122886681096","0","0","1.0","11.560175709551446","1752076775196","1"
"BHMNCPHST01","2016-10-05T08:30:00.000000000","333","1200","1.0986122886681096","0","0","0.3","11.051806144334055","1752076775196","1"
"Others-CCCPS105a","2016-10-05T07:57:00.000000000","735","2009","1.0986122886681096","0","0","0.5","11.29015980287064","1752076775196","1"
"Others-CCCPS202","2016-10-05T09:04:00.000000000","928","2937","1.3862943611198906","0","0","0.3","11.234115856079184","1752076775196","1"
"BHMEURBRD01","2016-10-05T08:30:00.000000000","201","470","1.0986122886681096","0","0","2.0","12.47696571880214","1752076775196","1"
"Shopping","2016-10-05T07:57:00.000000000","602","1920","1.0986122886681096","0","0","1.0","11.612847811000721","1752076775196","1"
"Others-CCCPS8","2016-10-05T08:30:00.000000000","487","1322","1.0986122886681096","0","0","1.0","11.667687384878684","1752076775196","1"
"BHMBCCMKT01","2016-10-05T08:30:00.000000000","59","577","0.6931471805599453","1","0","1.0","10.798826623208914","1752076775196","1"
"Others-CCCPS119a","2016-10-05T08:30:00.000000000","326","2803","1.0986122886681096","0","0","1.0","11.415610104376865","1752076775196","1"
"Others-CCCPS98","2016-10-05T08:30:00.000000000","760","3103","1.0986122886681096","0","0","1.0","11.544230411172599","1752076775196","1"
"Broad Street","2016-10-05T09:04:00.000000000","424","690","1.0986122886681096","0","0","1.0","11.913798897957244","1752076775196","1"
"BHMBCCTHL01","2016-10-05T08:30:00.000000000","169","387","1.0986122886681096","0","0","1.0","11.735998650794004","1752076775196","1"
"Shopping","2016-10-05T08:30:00.000000000","779","1920","1.0986122886681096","0","0","0.5","11.33003531100072","1752076775196","1"
"BHMNCPHST01","2016-10-05T07:57:00.000000000","229","1200","1.0986122886681096","1","0","1.0","11.090139477667389","1752076775196","1"
"Others-CCCPS135a","2016-10-05T09:04:00.000000000","2142","3883","1.3862943611198906","0","0","1.0","11.994782514064967","1752076775196","1"
"BHMNCPNST01","2016-10-05T07:57:00.000000000","268","485","1.0986122886681096","0","0","1.0","11.851883463921684","1752076775196","1"
"BHMMBMMBX01","2016-10-05T09:04:00.000000000","395","687","1.3862943611198906","1","0","0.3","11.093110790458054","1752076775196","1"
"Others-CCCPS8","2016-10-05T09:04:00.000000000","554","1322","1.0986122886681096","0","0","0.5","11.343368171565523","1752076775196","1"
"BHMNCPNST01","2016-10-04T16:31:00.000000000","304","485","1.0986122886681096","0","0","1.0","11.926110268045395","1752076775196","1"
"Others-CCCPS98","2016-10-05T07:57:00.000000000","650","3103","1.0986122886681096","0","0","0.5","11.133780846235442","1752076775196","1"
"Others-CCCPS202","2016-10-05T07:57:00.000000000","594","2937","1.0986122886681096","0","0","1.0","11.501553335345292","1752076775196","1"
"Others-CCCPS135a","2016-10-05T07:57:00.000000000","1104","3883","1.3862943611198906","0","0","1.0","11.727463430881862","1752076775196","1"
"Others-CCCPS8","2016-10-05T07:57:00.000000000","453","1322","1.0986122886681096","0","0","1.0","11.641968776709245","1752076775196","1"
"Others-CCCPS119a","2016-10-05T09:04:00.000000000","419","2803","1.0986122886681096","0","0","1.0","11.448788841444292","1752076775196","1"
"Shopping","2016-10-05T09:30:00.000000000","1138","1920","1.3862943611198906","0","0","1.0","12.035855513893278","1752076775248","1"
"BHMMBMMBX01","2016-10-05T09:30:00.000000000","464","687","1.0986122886681096","0","0","1.0","11.97470643545487","1752076775248","1"
"BHMBCCTHL01","2016-10-05T10:04:00.000000000","310","387","1.3862943611198906","0","0","1.0","12.24418077229121","1752076775248","1"
"Others-CCCPS8","2016-10-05T09:30:00.000000000","626","1322","1.3862943611198906","0","0","1.0","11.916672142738463","1752076775248","1"
"Others-CCCPS8","2016-10-05T10:04:00.000000000","710","1322","1.3862943611198906","0","0","1.0","11.980212233510022","1752076775248","1"
"BHMNCPNST01","2016-10-05T09:30:00.000000000","317","485","1.0986122886681096","0","0","1.0","11.952914391756735","1752076775248","1"
"BHMEURBRD01","2016-10-05T09:30:00.000000000","347","470","1.0986122886681096","0","0","0.3","11.512604016674482","1752076775248","1"
"Others-CCCPS98","2016-10-05T09:30:00.000000000","1003","3103","1.3862943611198906","0","0","1.0","11.766382759032393","1752076775248","1"
"Others-CCCPS105a","2016-10-05T09:30:00.000000000","1090","2009","1.3862943611198906","1","0","1.0","11.585705667369304","1752076775248","1"
"Others-CCCPS119a","2016-10-05T09:30:00.000000000","478","2803","1.3862943611198906","0","0","0.3","11.08867875387425","1752076775248","1"
"BHMNCPHST01","2016-10-05T10:04:00.000000000","699","1200","1.791759469228055","1","0","1.0","11.828379734614028","1752076775248","1"
"Others-CCCPS135a","2016-10-05T09:30:00.000000000","2552","3883","1.3862943611198906","0","0","1.0","12.10037097659394","1752076775248","1"
"BHMBCCMKT01","2016-10-05T09:04:00.000000000","71","577","1.0986122886681096","0","0","1.0","11.422356404299393","1752076775248","1"
"BHMNCPNST01","2016-10-05T10:04:00.000000000","339","485","1.3862943611198906","0","0","2.0","12.892116252724893","1752076775248","1"
"Others-CCCPS202","2016-10-05T09:30:00.000000000","1083","2937","1.6094379124341003","1","0","1.0","11.523462572151677","1752076775248","1"
"Shopping","2016-10-05T09:04:00.000000000","975","1920","1.6094379124341003","1","0","1.0","11.662531456217051","1752076775248","1"
"BHMNCPHST01","2016-10-05T09:30:00.000000000","584","1200","1.3862943611198906","0","0","1.0","11.929813847226612","1752076775248","1"
"Others-CCCPS202","2016-10-05T10:04:00.000000000","1221","2937","1.6094379124341003","0","0","2.0","12.720449293295701","1752076775248","1"
"BHMBCCTHL01","2016-10-05T09:30:00.000000000","256","387","1.3862943611198906","0","0","0.5","11.729645888570282","1752076775248","1"
"Shopping","2016-10-05T10:04:00.000000000","1306","1920","1.6094379124341003","0","0","2.0","12.984927289550383","1752076775248","1"
"BHMEURBRD01","2016-10-05T09:04:00.000000000","283","470","1.0986122886681096","0","0","1.0","11.901433803908523","1752076775248","1"
"BHMBCCMKT01","2016-10-05T09:30:00.000000000","83","577","1.0986122886681096","1","0","1.0","11.043153631335787","1752076775248","1"
"Broad Street","2016-10-05T09:30:00.000000000","510","690","1.0986122886681096","0","0","1.0","12.038436579116663","1752076775248","1"
"Broad Street","2016-10-05T10:04:00.000000000","572","690","1.3862943611198906","0","0","1.0","12.272132687806323","1752076775248","1"
"BHMMBMMBX01","2016-10-05T10:04:00.000000000","536","687","1.6094379124341003","0","0","1.0","12.334922740787647","1752076775248","1"
"BHMBCCTHL01","2016-10-05T09:04:00.000000000","211","387","1.0986122886681096","0","0","0.5","11.469525782576948","1752076775248","1"
"Others-CCCPS105a","2016-10-05T10:04:00.000000000","1246","2009","1.791759469228055","1","0","1.0","11.866088793847478","1752076775248","1"
"BHMEURBRD01","2016-10-05T10:30:00.000000000","404","470","1.6094379124341003","1","0","0.5","11.639293424302156","1752076775270","1"
"Others-CCCPS202","2016-10-05T10:30:00.000000000","1288","2937","2.0794415416798357","2","0","1.0","11.42826350151748","1752076775270","1"
"Shopping","2016-10-05T10:30:00.000000000","1379","1920","1.791759469228055","1","0","1.0","11.964108901280694","1752076775270","1"
"BHMEURBRD01","2016-10-05T10:04:00.000000000","383","470","1.3862943611198906","0","0","0.5","11.883040797581222","1752076775270","1"
"Others-CCCPS98","2016-10-05T10:04:00.000000000","1112","3103","1.6094379124341003","0","0","0.5","11.538081830854498","1752076775270","1"
"Others-CCCPS119a","2016-10-05T10:04:00.000000000","547","2803","1.6094379124341003","1","0","1.0","11.349867011871705","1752076775270","1"
"BHMNCPNST01","2016-10-05T10:30:00.000000000","355","485","1.3862943611198906","1","0","1.0","11.775105943446542","1752076775270","1"
"Others-CCCPS135a","2016-10-05T10:04:00.000000000","2957","3883","1.6094379124341003","0","0","1.0","12.316243550602834","1752076775270","1"
"BHMBCCMKT01","2016-10-05T10:04:00.000000000","114","577","1.3862943611198906","0","0","1.0","11.6407208374057","1752076775270","1"
"Others-CCCPS105a","2016-10-05T10:30:00.000000000","1339","2009","1.6094379124341003","1","0","1.0","11.821219702857169","1752076775346","1"
"Others-CCCPS8","2016-10-05T10:30:00.000000000","761","1322","1.6094379124341003","1","0","1.0","11.730361921421286","1752076775346","1"
"Others-CCCPS202","2016-10-05T11:04:00.000000000","1330","2937","1.9459101490553132","1","0","1.0","11.775798111640356","1752076775346","1"
"BHMBCCMKT01","2016-10-05T10:30:00.000000000","128","577","1.6094379124341003","2","0","2.0","11.726556044605266","1752076775346","1"
